City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,ipixuna,-1.7625,-48.8043,28.3,76,60,1.35,BR,1681324860
369,voh,-20.9667,164.7,22.43,92,33,0.81,NC,1681324860
370,nakamura,32.9833,132.9333,8.53,75,0,2.25,JP,1681324861
371,camacha,33.0833,-16.3333,17.68,59,20,7.72,PT,1681324861
372,kieta,-6.2167,155.6333,25.37,86,100,1.18,PG,1681324861
373,sawtell,-30.3833,153.1,17.01,77,100,2.57,AU,1681324861
374,lingyuan,41.24,119.4011,9.2,42,75,2.8,CN,1681324861
375,iquique,-20.2208,-70.1431,24.02,68,7,1.73,CL,1681324439
376,muros,42.7762,-9.0603,13.38,56,6,5.84,ES,1681324861
377,montefiascone,42.5393,12.0362,12.4,77,0,5.14,IT,1681324862
378,esperance,-33.8667,121.9,17.77,70,0,3.3,AU,1681324862
379,bijar,35.8668,47.6051,10.57,78,100,8.85,IR,1681324862
380,nome,64.5011,-165.4064,-21.02,70,0,0.0,US,1681324577
381,axim,4.8699,-2.2405,26.99,87,96,2.75,GH,1681324863
382,belmonte,-15.8631,-38.8828,26.87,78,8,3.27,BR,1681324864
383,tabas,33.5959,56.9244,26.12,15,3,3.09,IR,1681324864
384,yar-sale,66.8333,70.8333,-26.09,97,26,4.49,RU,1681324864
385,klaksvik,62.2266,-6.589,7.51,90,97,12.63,FO,1681324864
386,kavaratti,10.5669,72.642,28.71,73,3,2.72,IN,1681324864
387,hasaki,35.7333,140.8333,12.22,57,100,9.98,JP,1681324865
388,vostok,46.4856,135.8833,-1.93,72,99,4.24,RU,1681324865
389,srednekolymsk,67.45,153.6833,-19.83,96,100,1.58,RU,1681324865
390,luau,-10.7073,22.2247,18.33,97,55,1.5,AO,1681324866
391,road town,18.4167,-64.6167,28.05,74,12,4.38,VG,1681324866
392,sangar,63.9242,127.4739,-9.53,94,100,1.3,RU,1681324866
393,georgiyevka,43.0369,74.7114,10.02,76,0,4.0,KZ,1681324867
394,san patricio,28.017,-97.5169,26.04,42,0,2.47,US,1681324867
395,ulaangom,49.9811,92.0667,-3.87,42,0,0.99,MN,1681324867
396,faanui,-16.4833,-151.75,28.09,67,84,4.08,PF,1681324867
397,guerrero negro,27.9769,-114.0611,18.18,58,98,6.62,MX,1681324868
398,arani,12.6667,79.2833,25.4,57,0,1.43,IN,1681324868
399,gazanjyk,39.2446,55.5154,25.68,26,99,1.3,TM,1681324868
400,evensk,61.95,159.2333,-18.49,80,1,3.26,RU,1681324868
401,hami,42.8,93.45,10.28,38,36,2.83,CN,1681324868
402,gat,31.61,34.7642,13.38,100,7,5.08,IL,1681324868
403,verkhniy baskunchak,48.2256,46.7217,16.82,32,94,11.66,RU,1681324869
404,mandalgovi,45.7625,106.2708,3.94,26,100,2.77,MN,1681324869
405,denpasar,-8.65,115.2167,25.81,94,40,1.54,ID,1681324699
406,tautira,-17.7333,-149.15,27.0,73,14,3.46,PF,1681324869
407,freetown,8.484,-13.2299,28.84,61,40,4.12,SL,1681324869
408,cadiz,36.5,-5.75,18.19,83,100,2.12,ES,1681324870
409,eenhana,-17.4667,16.3333,25.52,37,65,2.57,NA,1681324870
410,oranjemund,-28.55,16.4333,13.91,87,90,1.81,NA,1681324870
411,anori,-3.7728,-61.6442,29.61,70,100,1.17,BR,1681324870
412,college,64.8569,-147.8028,-7.17,79,100,2.06,US,1681324870
413,shingu,33.7333,135.9833,10.04,85,0,3.08,JP,1681324870
414,mithi,24.7318,69.7981,29.48,37,100,5.98,PK,1681324871
415,teya,60.3778,92.6267,-5.08,92,100,5.53,RU,1681324871
416,tambovka,50.0969,128.0489,0.13,60,100,4.6,RU,1681324871
417,mino,34.8269,135.4706,9.57,78,0,2.57,JP,1681324871
418,taboga,46.2663,13.1092,13.27,62,100,0.72,IT,1681324871
419,grindavik,63.8424,-22.4338,5.97,75,75,7.2,IS,1681324872
420,pathein,16.7833,94.7333,26.39,79,0,4.33,MM,1681324872
421,waitati,-45.75,170.5667,11.56,99,100,2.74,NZ,1681324872
422,souillac,-20.5167,57.5167,25.21,88,20,2.06,MU,1681324872
423,arica,-18.475,-70.3042,28.75,60,0,6.69,CL,1681324519
424,popondetta,-8.7537,148.2534,22.67,95,95,1.42,PG,1681324873
425,oktyabrskoye,43.0645,44.7417,12.08,87,100,1.0,RU,1681324873
426,auki,-8.7676,160.7034,24.68,87,41,1.22,SB,1681324873
427,beitbridge,-22.2167,30.0,21.67,58,0,1.55,ZW,1681324873
428,constitucion,-35.3333,-72.4167,16.22,76,100,2.73,CL,1681324873
429,rute,37.3269,-4.3683,16.21,41,100,3.63,ES,1681324874
430,pevek,69.7008,170.3133,-22.04,95,95,2.03,RU,1681324874
431,atar,20.5169,-13.0499,35.03,23,40,0.0,MR,1681324874
432,potsdam,52.3989,13.0657,11.7,76,100,4.49,DE,1681324874
433,dongen,51.6267,4.9389,10.05,62,2,3.6,NL,1681324874
434,ust-ilimsk,58.0006,102.6619,-9.97,97,100,2.03,RU,1681324875
435,muswellbrook,-32.2667,150.9,13.51,95,47,1.51,AU,1681324875
436,puerto quijarro,-17.7833,-57.7667,31.38,56,100,1.05,BO,1681324875
437,neyshabur,36.2133,58.7958,23.21,18,87,3.7,IR,1681324875
438,rio gallegos,-51.6226,-69.2181,8.03,42,0,3.09,AR,1681324634
439,hare bay,48.8499,-54.0148,9.64,84,100,2.0,CA,1681324876
440,gizo,-8.103,156.8419,26.27,82,93,1.76,SB,1681324877
441,synya,65.3718,58.0387,-19.29,84,16,5.7,RU,1681324877
442,barkhan,29.8977,69.5256,23.07,28,0,1.55,PK,1681324877
443,letlhakane,-21.4167,25.5833,21.15,38,0,3.84,BW,1681324877
444,khandyga,62.6667,135.6,-7.77,97,100,0.89,RU,1681324878
445,whitehorse,60.7161,-135.0538,1.17,51,75,3.6,CA,1681324878
446,mangrol,21.1167,70.1167,26.76,66,48,5.02,IN,1681324878
447,port moresby,-9.4431,147.1797,23.68,94,75,1.54,PG,1681324601
448,tamana,32.9167,130.5667,11.4,47,4,1.99,JP,1681324879
449,udarnyy,54.3409,42.8611,9.81,51,100,2.67,RU,1681324879
450,komsomolskiy,40.4272,71.7189,12.4,87,100,2.06,UZ,1681324879
451,aksha,50.2814,113.2867,-1.27,57,100,0.79,RU,1681324880
452,sabana de torres,7.3915,-73.4957,33.34,62,95,1.74,CO,1681324880
453,haines junction,60.7522,-137.5108,-0.03,43,100,2.06,CA,1681324880
454,pemba,-12.974,40.5178,28.39,83,40,2.06,MZ,1681324880
455,leh,34.1667,77.5833,-5.72,57,6,1.35,IN,1681324881
456,mayor pablo lagerenza,-19.9309,-60.7718,31.08,54,99,3.86,PY,1681324881
457,palmer,42.1584,-72.3287,24.48,27,75,6.69,US,1681324881
458,svetlyy,54.675,20.1347,10.03,84,94,2.64,RU,1681324881
459,ichnya,50.8626,32.3942,9.17,84,100,6.38,UA,1681324882
460,greensburg,40.3015,-79.5389,26.42,39,20,8.75,US,1681324882
461,ostrovnoy,68.0531,39.5131,-7.59,76,100,2.36,RU,1681324883
462,verkhnetulomskiy,68.6073,31.7962,-3.93,82,5,2.24,RU,1681324883
463,san ramon,37.7799,-121.978,15.62,52,0,8.23,US,1681324883
464,meulaboh,4.1363,96.1285,25.38,86,98,1.69,ID,1681324883
465,mastic beach,40.7668,-72.8521,27.34,25,0,4.63,US,1681324883
466,shihezi,44.3,86.0333,10.73,49,41,0.25,CN,1681324884
467,mahon,39.8885,4.2658,17.31,94,0,3.09,ES,1681324813
468,tahta,26.7693,31.5021,18.54,30,0,3.63,EG,1681324884
469,tubmanburg,6.8708,-10.8172,27.53,74,100,3.12,LR,1681324884
470,ust-nera,64.5667,143.2,-17.23,97,72,0.38,RU,1681324884
471,bella vista,36.4295,-94.2316,24.77,40,0,5.66,US,1681324884
472,talovaya,51.1144,40.73,11.05,54,100,7.14,RU,1681324885
473,jalu,29.0331,21.5482,19.41,26,0,3.87,LY,1681324885
474,maningrida,-12.0667,134.2667,24.85,91,85,1.94,AU,1681324885
475,nyuksenitsa,60.4128,44.2397,0.36,93,85,2.08,RU,1681324863
476,aklavik,68.2191,-135.0107,-19.0,65,100,1.54,CA,1681324885
477,baruun-urt,46.6806,113.2792,1.54,29,100,3.78,MN,1681324885
478,saint-pierre,-21.3393,55.4781,25.82,83,20,1.54,RE,1681324886
479,moose factory,51.2585,-80.6094,3.0,75,0,7.2,CA,1681324886
480,hammerfest,70.6634,23.6821,2.25,60,0,7.72,NO,1681324886
481,sabha,27.0377,14.4283,19.09,13,0,3.14,LY,1681324887
482,ntcheu,-14.8203,34.6359,17.18,95,98,1.66,MW,1681324887
483,marsh harbour,26.5412,-77.0636,22.6,82,100,11.65,BS,1681324887
484,nova olimpia,-14.7972,-57.2881,29.24,74,84,1.37,BR,1681324887
485,kalaleh,37.3807,55.4916,17.78,77,0,2.06,IR,1681324888
486,palauig,15.435,119.9045,26.08,80,100,0.53,PH,1681324888
487,ereymentau,51.6199,73.1033,5.46,42,2,7.04,KZ,1681324888
488,yarmouth,41.7057,-70.2286,23.26,24,0,4.63,US,1681324888
489,smithers,54.7804,-127.1743,5.18,56,20,2.06,CA,1681324889
490,prince albert,53.2001,-105.7677,5.97,65,20,3.6,CA,1681324890
491,kautokeino,69.0125,23.0412,-0.58,91,100,6.71,NO,1681324890
492,kilmallock,52.4,-8.5772,7.46,77,100,4.92,IE,1681324891
493,vengerovo,55.6848,76.7471,2.14,74,100,4.78,RU,1681324891
494,ixtapa,20.7,-105.2,25.57,69,40,5.14,MX,1681324892
495,hambantota,6.1241,81.1185,25.19,100,20,1.03,LK,1681324892
496,bairiki,1.3292,172.9752,26.0,89,40,1.54,KI,1681324892
497,houma,29.5958,-90.7195,21.67,82,75,4.63,US,1681324751
498,singaraja,-8.112,115.0882,26.4,87,96,1.73,ID,1681324892
499,misratah,32.3754,15.0925,18.18,47,0,2.45,LY,1681324893
500,conceicao da barra,-18.5933,-39.7322,27.31,65,32,4.39,BR,1681324893
501,nouakchott,18.0858,-15.9785,24.96,64,6,7.58,MR,1681324893
502,saint-augustin,51.226,-58.6502,6.57,77,100,1.87,CA,1681324893
503,kamenka,51.3223,42.7678,10.78,54,100,4.67,RU,1681324894
504,ouadda,8.0777,22.4007,24.06,66,99,0.27,CF,1681324894
505,bagnols-sur-ceze,44.1599,4.6178,15.92,51,100,5.66,FR,1681324894
506,prince rupert,54.3161,-130.3201,4.05,87,100,4.63,CA,1681324895
507,shieli,44.1667,66.75,16.87,33,11,3.74,KZ,1681324895
508,adre,13.4667,22.2,28.35,14,9,7.3,TD,1681324895
509,krasnoselkup,65.7,82.4667,-28.51,100,71,3.59,RU,1681324895
510,sao joao da barra,-21.6403,-41.0511,27.05,76,100,5.45,BR,1681324653
511,chemal,51.4111,86.005,-3.59,84,26,1.91,RU,1681324895
512,panjab,34.388,67.0233,5.63,44,3,0.96,AF,1681324896
513,hoa binh,20.8133,105.3383,24.83,97,100,1.15,VN,1681324896
514,bechem,7.0903,-2.025,27.45,59,91,1.5,GH,1681324896
515,boksitogorsk,59.474,33.8485,2.56,91,21,2.77,RU,1681324896
516,vadso,70.0744,29.7487,-0.91,59,0,5.66,NO,1681324896
517,melioratorov,57.2107,65.6077,4.24,45,0,6.0,RU,1681324896
518,sovetskiy,61.3614,63.5842,-3.41,96,100,4.33,RU,1681324897
519,akhmim,26.5622,31.745,19.11,31,0,3.66,EG,1681324897
520,sirohi,24.8833,72.8667,26.86,24,100,2.94,IN,1681324897
521,tadine,-21.55,167.8833,24.71,84,94,0.68,NC,1681324897
522,punta gorda,26.9298,-82.0454,23.02,63,100,9.85,US,1681324897
523,raudeberg,61.9875,5.1352,9.93,46,86,3.11,NO,1681324897
524,goderich,43.7501,-81.7165,20.18,49,2,6.69,CA,1681324898
525,araouane,18.9048,-3.5265,30.23,7,99,3.42,ML,1681324898
526,arrifes,37.7667,-25.7,15.14,82,75,3.6,PT,1681324898
527,mabaruma,8.2,-59.7833,32.0,58,75,2.06,GY,1681324898
528,buin,-33.7333,-70.75,25.24,45,100,2.86,CL,1681324898
529,lenger,42.183,69.8839,11.69,57,69,2.99,KZ,1681324898
530,capao da canoa,-29.7456,-50.0097,28.67,56,15,1.07,BR,1681324677
531,qaqortoq,60.7167,-46.0333,1.33,80,92,0.28,GL,1681324899
532,waddan,29.1614,16.139,19.39,17,0,3.22,LY,1681324899
533,merauke,-8.4667,140.3333,23.48,96,100,1.77,ID,1681324899
534,sorkjosen,69.8,20.9333,3.0,70,20,7.72,NO,1681324899
535,anloga,5.7947,0.8973,28.33,75,22,3.51,GH,1681324899
536,carlsbad,33.1581,-117.3506,19.94,87,100,3.6,US,1681324899
537,khani,41.9563,42.9566,5.76,98,100,1.44,GE,1681324899
538,chipiona,36.7366,-6.437,19.61,82,0,6.69,ES,1681324900
539,soure,-0.7167,-48.5233,28.49,79,81,3.07,BR,1681324900
540,natal,-5.795,-35.2094,30.36,66,75,8.75,BR,1681324556
541,viedma,-40.8135,-62.9967,14.08,38,84,11.3,AR,1681324900
542,tabou,4.423,-7.3528,26.17,87,10,1.05,CI,1681324900
543,mpongwe,-13.5091,28.155,18.87,89,100,2.36,ZM,1681324900
544,walvis bay,-22.9575,14.5053,15.46,83,0,3.95,NA,1681324900
545,narrabri,-30.3167,149.7833,9.18,92,5,2.58,AU,1681324900
546,iacu,-12.7672,-40.2117,30.94,46,94,3.66,BR,1681324900
547,sakakah,29.9697,40.2064,16.76,38,0,11.04,SA,1681324901
548,tulagi,-9.0996,160.1476,27.71,72,48,1.82,SB,1681324901
549,marand,38.4329,45.7749,12.08,86,100,4.47,IR,1681324901
550,kefalos,36.7453,26.9589,15.12,67,20,4.12,GR,1681324901
551,plettenberg bay,-34.0527,23.3716,14.68,56,100,0.86,ZA,1681324901
